unordentliche Frau	6134
Brühe aus Knochen gekocht, Kraftbrühe	5911
Aufsichtsbeamter für den Weinbau	7470
in Rechnung stellen	7600
Kleiner Grasplatz	7450
Hinweis zur Erregung der Aufmerksamkeit beim Überreichen eines Gegenstandes	1230
Abrichtepeitsche (des Reitlehrers)	4112
dicker Kuchen	5911
von der anderen Seite zum Sprecher laufen	5531
Loch im Stock des Ankers, zur Aufnahme des Bolzens	7500
Champignon (Psalliota camp.)	3500
Spaßmacher, der andere gern neckt und zum besten hält	7220
deuten	6250
böse schauen, für böse auslegen	6333
ein fauler Mensch	6114
die Armen des Ortes	7010
Strohbindevorrichtung an der Dreschmaschine	7402
nicht viel	9400
Huhn, das sich mausert	4240
schwarzer Frauenmantel, der zur Trauer getragen wird	5934
sichelartiges Messer zum Hauen von Reisern	7402
Ende, Schluß	9314
Hilfsmittel zum leichteren Behalten des Lehrstoffs u. dgl.	8400
Schnabeltasse	7736
Kaffeetasse ohne Henkel	7735
Doldenschirm der wilden Gelbrübe	3400
Fleisch vor dem Braten in Eiweiß und Semmelbrösel oder Paniermehl hüllen	7780
im Scheuchruf für Rindvieh	7451
Einstecktasche im Buch	8400
Feldbestellung	7430
Lockruf für Kühe	7451
im Feld gebrauchter Karst	7402
Selleriesalat	5911
kleine Kapsel mit stinkendem Inhalt	5430
entkommen	5532
die Pilzkrankheit Oidium	7470
Merkmal der Eibefruchtung	5350
Feuerhaken, mit dem der Schmied in der Esse hantiert	7530
Stadt im Elsaß	8130
unnützer, unbrauchbarer Hund	4117
kleine Bürste zum Auftragen der Schuhcreme	5937
Baumschule im Wald	7550
Aster erigeron	3500
Tannen- oder Fichtenzapfen	3110
Larve des Bandwurms	4500
vom Regen aufgesprungene Trauben	7470
verächtlich von Kleidern überhaupt	5934
nasenförmiger Vorsprung am Schließkloben der Tür, am Türschloß	7720
durch etwas hindurchschauen	5410
Stück Gewebe, im bes. Decke, Teppich	5930
durchgehen, ausreißen (von Pferden)	4112
entwenden	8320
Schränkchen mit Fächern und Schubladen für Gewürze	7740
Rückstand beim Keltern von Birnen	7480
Acker mit winkelförmigem Grundriß	7420
herumziehender, müßiggehender junger Bursche	6124
feuchte, saure Wiese	7450
Pferdekummet	7403
Klebstoff	7500
Pfirsiche zum Einmachen, auch eingemachte Pfirsiche	3120
Stange im (geflochtenen) Dorfzaun	7520
Rute zum Verabreichen von Prügeln	5521
Aussparung für die Fischreuse	7570
Werkzeug zum Pressen	7500
Mädchen, das häufig mit den Augen blinzelt	5160
zielen	8500
Blutwurst mit beigemengten Speckgrieben	7565
kleiner Reisekoffer	7850
auf dem Herweg	9500
rot, vom Haar	5210
ausschwefeln (Fässer)	7470
Brot (Musikantenspr)	5910
nachgiebig sein, vernachlässigen	6560
sich mit jemand a.	6333
das zweite Glockenläuten vor dem Gottesdienst	8830
wer beim Klickerspiel alle Klicker verloren hat	7370
Puppe aus Lumpen	7360
Wechselrahmen für Bilder	8600
saure Gräser	3400
Absonderung der Leber	5340
wie eine Kugel rollen	9800
weiße Weintrauben	7470
Schmiermittel für Scharniere, Apparate, Radlager am Wagen	7500
schmerzhafte Hornhautbildung am Fuß	5700
Stift auf der Deichsel, der das Herausgleiten der Haltekette verhindert	7403
Teig für Waffeln	5910
Spaßvogel, der andere gern hänselt	7220
kastenförmiger Ofen mit und ohne Aufsatz aus Blech	7750
wer besonders leicht von Flöhen befallen wird	5120
aus Waldrodung entstandenes, gegen Abgabe überlassenes Land	8221
bösartige Frau mit Namen Eva	6132
die Pflanze Satureia hortensis	3700
Das mit Wasser gefüllte Faß schwenkend reinigen	9230
Kuß von einem kleinen Kind	6332
Mazurka (Tanz)	8740
Rast machen	9800
Benehmen der Kinder (von kindischem Verhalten Erwachsener)	7020
Begleitung	9312
Tadel, Strafpredigt, Zurechtweisung, Staucher	6333
Jägerei	7550
geradliniger Durchhau im Wald, Weg zwischen zwei Waldstücken	7550
Ring am Geschirr der Zugtiere, durch den der Strang der Lanne geht	7403
Förmchen für Plätzchenteig	7560
kesselförmige Vertiefung beim Spiel Hurrsau	7360
männliches Glied	5200
beruhigend am Kinderwagen wackeln	5830
eine Last hinter sich her ziehen	7800
unbeholfen gehen, umherstampfen (von Kindern, die laufen lernen)	5830
das im Zweiergespann links gehende Pferd	7403
das Wiederkäuen der Tiere	4111
Brotaufstrich	5910
große Schneidezähne	5360
Made, Larve im Obst	4700
Wacholder (Juniperus communis)	3220
nicht fest, wabbelig	9220
das vom Kloster Hornbach bestellte Gericht	8300
heraushängender Nasenschleim	5340
ohne rechte Lust in kleinen Bissen essen	5910
mit Wasser besprengen, gießen	9315
Quertreiber, der gerne Unfrieden stiftet und Zwietracht sät	6122
unausgebackener Kuchen	7560
Orchideenart, deren Blüte der Fliege ähnlich ist	3500
Schnabel des Hahns	4240
wer oft hörbare Winde streichen läßt	6116
das Land Hessen	8160
auf geschickte Weise verschaffen	6420
bedeuten, besagen	9330
etwas lebhaft erörtern	7200
Traube mit länglichen Beeren	7470
Nest der Rabenkrähe, der Saatkrähe	4210
der Rücken eines Hasen, eines Rehes	4130
Hemmschuh mit scharfen Eisenzacken, der bei Glatteis verwendet wird	7403
Gott Wodan	8810
in etwas	9300
sechzig	9320
durchbringen, verjubeln	6560
Fastnachtsnarr	7310
mit Geröll gefüllter Abzugsgraben	7900
Kegelklub	7390
mit schwerem Schritt nach draußen gehen	5532
durch Hacken lockern	9311
schlechter Wagen	7403
Gehilfe des Waldaufsehers	7550
gut durchbacken	7560
Abgabe für eine Kuh	8220
zum Brüten neigend, brütend	4240
samentreibender Zwiebeltrieb	3400
von niedriger Gesinnung	6280
abgleiten	5550
Polsterring zum Tragen von Lasten auf dem Kopf	5932
Kaffeegetränk, in dem Rückstände schwimmen	5920
Eimer, in den die Wäsche nach dem Auswaschen kommt	7770
Leiter eines Postamtes	7840
sich hin und her bewegen, flattern	9800
Tisch, dessen Platte ausgezogen wird	7730
Nutzbäume eines Forstreviers	7550
Kuh (KS und Lockruf)	4111
von fieberigen Krankheiten	5700
hingelangen können	9500
desgleichen	9312
Reseda (Reseda odorata)	3500
leichterer Rausch	5925
Aufhebens, Getue, Kram	9400
vorbeigehen	5530
festgelegte Zeit zum Üben	8400
Gemüsesuppe	5911
Schlag auf den Mund	5521
sicherlich, gewiß	6440
Salat aus den Blättern des Löwenzahns	5911
streitsüchtige Frau	6132
Schule für angehende Weber	7545
in großer Anzahl	9400
Stachelbeerkuchen	5911
für Protestanten, von Katholiken gebraucht	8820
etwas belassen, überlassen, zurücklassen	9800
hinter sich haben	9314
Lokomotive des Kuseler Zuges	7830
einen genauen oder ungefähren Zeitpunkt bezeichnend	9600
Schüssel, aus der der Kunstdünger ausgestreut wird	7402
durch Klopfen etwas reinigen	7480
Klatschbase	6135
kleines, kurzes Ohr; kupiertes Hundeohr	5210
Begleiter des Christkindes	7350
Einfassungsrand des Tisches	7730
Diphterie (Halskrankheit)	5700
etwas hinaufziehen	9800
Mürbegebäck	5911
Entschädigung für erlittene Schmerzen in Form von Geld	8300
Kessel zum Pflaumenmuskochen	7735
Drückeberger	6550
beim Rebschnitt die obersten Augen entfernen	7470
durch Rennen abstoßen, abreißen, beschädigen	5530
Wange mit Geschwürnarben	5210
auf der Herdplatte geröstete Kartoffeln	5911
durch Treten abnützen	9130
mit Spreu gefüllter Bettsack oder Bettbezug	7730
wollener Kniewärmer	5932
Kleeacker	7420
Schmeißfliegen und deren Maden; Ungeziefer überhaupt	4700
Klee (Trifolium)	3400
normale Kleidung im Unterschied zur Uniform	5932
Mensch mit dichtem, lockigem Haar	5120
FlN, Viehweide	8140
der zusammengewachsene Schlüsselbeinknochen des Hahns	4240
lautes Jauchzen	5560
Verfinsterung der Sonne, des Mondes	2100
gedeckter Apfelkuchen	5911
darunter anziehen	5932
Sonntag nach der Fastnacht, Sonntag Invokavit	8860
Bild, Photographie	8600
Bütte zum Waschen der Kartoffeln	7735
Entlohnung in Wein für Ladearbeiten	7620
wer viel Geld hat	7010
nach Hause treiben	9500
Windhölzer am Heuwagen	7403
Frau, die Botengänge machte	7500
anbauen	7440
Speisen, Getränke herunterschlucken, Schluckbewegungen machen	5360
Sankt Georg und der ihm geweihte Tag (23. April)	8860
schwerfällig-wackelnd dahingehen	5530
Stange, die zur Anwaage gehört	7500
Fuhrmann	7403
gelbe Futterrübe	3400
zwischen den Mahlzeiten essen	5910
Weinberg, in dem die Reben an Spalieren gezogen werden	7470
Abgabe von besonderen Grundstücken	8220
Mülldeponie	8220
Reifezeit der Edelkastanien	3120
Gericht, Justiz	8300
unter dem Wert verkaufen, verramschen	7600
durch Schlauchpilz verursachte Mißbildung an Zwetschgen	3120
die Zigarre, schlechter Tabak	5921
Preßrückstand beim Keltern	7470
Muttermal	5210
Schutzhütte im Wald	7550
wer Unsinniges daherredet	6117
Schuhe zum Zuknöpfen	5937
unwohl, schwindelig	5700
durcheinander, verwirrt	9320
Nacht-, Mordbrenner	8310
die fünf Finger der Hand	5200
auf der Hut sein	6450
krummes Tisch- oder Stuhlbein	7730
Tanzlehrer	8740
Keimansatz der Kartoffel	3400
Teil des Wagenrades, das die Bereifung trägt	7820
aus dem Gedächtnis entschwinden	6230
an der Pferdekrankheit Rotz leidend	4112
Schmaus, Freß- und Saufgelage, Lustbarkeit	7330
ungeschickt anfassen und dabei zerdrücken oder beschmieren	5520
Gerät zum Ausheben von Gräben	7900
trockene Wiese	7450
hindurchwerfen	9800
Ohr für den Stiel an Geräten	7500
auf dem Zahnfleisch kauen	5360
ein Schiff anlegen und mit Stricken anbinden	7820
schwimmend überqueren	7340
der Zierstrauch Fuchsia gracilis	3800
Ferse des Strumpfes	5937
wichtigst, hauptsächlich	9240
Abflußrinne für Jauche im Stall	7410
männliche Person mit schlechtem Benehmen	6126
eine Art wilder Wicken	3500
zwei zur gleichen Zeit von einer Mutter geborene Geschwister	7100
Attest für den tierärztlich untersuchten Hund	8220
Magd, die die Kühe melkt	7455
abfällige Bez. für einen Menschen mit schlechten Eigenschaften überhaupt	6116
stillvergnügt lächeln	6310
die Saat mit der Egge hineinschleifen	7440
rasches Zeitmaß	9600
schlechtes, wechselhaftes Wetter	2200
Arm in Arm gehen	5500
kleine Walze des Gärtners	7480
Kopf, Stirn (sch)	5200
hochmütig umhergehen, spazieren	5530
drücken	9800
um etwas herum gehen	5530
Abteil für Fohlen im Pferdestall	7410
gute Erde im Garten	2700
im Wachsen befindlich	9230
mit der Hand weit ausholen	5520
Feigling	6126
durch Wischen entfernen	9311
auf eine Stunde bezogen, pro Stunde	9600
rennend herunterstoßen	5550
Alkohol trinken	5925
in kleinen Stücken ruckartig abschneiden	9311
Gänsehirtin	7450
Protokollbuch über die Gerichtsverhandlungen	8300
als Einleitung zu einer Feststellung im Gespräch	1140
Peitsche mit dünner Hanfschnur am Ende, die den Knall erzeugt	7403
Kleinfleisch mit viel Knochen	7565
Spanier	8160
Afteröffnung bei Mensch und Tier	5200
wer nicht empfindlich ist, von nichts berührt wird	6110
großes Tuch aus Hanfleinen, das man bei Regen über den Erntewagen deckte	7403
ausgestattet	9315
seitlicher Haken am Zugscheit zum Einhängen der Zugstränge	7403
Stellen, Plätze	9500
flacher Hut	5936
durch Überanstrengung schwächen	7450
altes Kleidungsstück	5932
Wasserspinne	4700
eine Apfelsorte, deren Geschmack an Zimt erinnert	3120
Wingertsdarm	3500
Hausrat, Ausstattung, Erbe, Vermögen, Plunder	7730
schwer arbeiten	5540
Name einer kleinen Kirche auf dem Winterberg in PS-Erfw	8140
die Pflanze Anagallis arv.	3500
Ruchgras (Anthoxanthum odoratum)	3500
Schiefertafel	8400
senkrechter Seitenabschluß am Dach	7710
das erste Tageslicht	2100
Zaun mit spitz auslaufenden Eisenstäben	7530
Gebühren für Amtshandlungen	8220
gefleckt (vom Vieh)	4111
mit Kieselsteinen spielen	7360
Darmverschlingung bei Pferden	4112
Petroleumfaß	7500
lange Holzscheite zum Heizen des Backofens	7560
Brustteil des Männerhemdes	5933
mit Maisbast gefüllter Sack (als Unterlage im Bett)	7730
ein im Schnapsrausch gezeugtes Kind	5350
Arbeitsraum des Friseurs	7500
mit dem Finger anstoßen, berühren	5520
Niederwald, junger Laubholzwald	3110
Geschäft	7600
Name einer Gasse	8140
Reise über das Meer	7850
Mädchen, das abends herumstreicht	6136
großer Hahn am Faß	5920
Tuch zum Aufnehmen von Urin und Stuhl des Säuglings	5830
ohne Mut	6405
leichtsinniger junger Mann	6127
Rosenduft	5430
Spitzbärtchen des Mannes	5940
Gericht aus dem eingesalzenen und gekochten Rippenstück des Schweins	5911
wer auf großen Gewinn aus ist	6110
eine alte Jungfrau	5165
schnell	6430
Überschwemmung, Überfluß	2600
heimlich durchgehen	5530
filzig werden	9230
Frauenflachs (Linaria vulgaris)	3500
hinabrinnen	9800
Limburger Käse	7455
bein einer Stubenfliege	4700
ein kleiner Mensch, kleiner Junge	5122
über den Rand schwappen (von Flüssigkeiten)	9230
mit Öl einreiben	9315
Arbeitskraft	7500
durch Schießen als Kampfpreis gewinnen lassen	7300
Tagegelder	7620
mit Getreide beladener Wagen	7403
Ort im Kr. Kusel	8130
derber Knüppel, Prügel	7520
ohne jeden Zweifel wahr	6530
gefräßiger Magen	5340
der in den Bach Bläffende (Scheißende)	5120
Leinen mit eingewobenen Figuren; feines Tischzeug mit Figuren	5931
Neckname für die Bewohner von KU-Eschau	8150
Gehrock, Frack	5933
laut hinauslachen	5560
notwendigerweise	5900
Bekannte, die gerne ein Schwätzchen halten	7010
Steinhauer, der viel schafft	7525
aufreizen	6333
große Trommel	8730
alter Rebstock; abgestorbenes, dürres Holz am Weinstock	7470
Blasrohr (Kinderspielzeug)	7360
wer dumme Pläne ersinnt	6117
Gerät zum Auflockern des Bodens im Weinberg	7402
ein wenig spreizen, sträuben, aufrichten	9230
verdrießlich, mürrisch	6320
eine rote Apfelsorte	3120
Kamm des Huhnes, des Hahns	4240
Zauberbrief	8810
leicht erregbare Person	6110
Sieh mal an! (Ausruf der Überrraschung, des Erstaunens)	1230
Bindeholz am Heuwagen	7403
Erbsen, Erbsengemüse, Erbsensuppe	5911
sich oder etwas beschmutzen, Getränke oder Essen verschlabbern	9320
Tiere herbeilocken	7451
Hebelstange mit Haken zum Drehen der gefällten Stämme	7550
Möbelstück mit großer Schreibplatte	7730
mit dem Pflug wenden	7430
Schlehenpflaume (Prunus insititia)	3120
mit Grund und Boden ausstatten	8330
geistige Bedeutung, Gehalt; Sinn, Zweck	9700
närrischer Mensch	6117
aus Tüll	5931
Weinmaß (300 l)	7470
Dämmerung	2100
Heizer	7750
in der Kirche ein Opfer darbringen, Geld spenden	8840
senkrecht	9500
sich hin-, schlafen legen	5600
Gewehr mit Feuerstein als Funkengeber	8500
anschwellen	5700
tüchtig essen	5910
Interesse haben für	6332
waten	5530
sehr ruhig, äußerst gelassen	5500
Spitzname eines Mannes in KU-Kreimb Kaulb	7110
Jahresmaisernte	7440
durch Zauberei verwandeln (vom Menschen)	8810
freistehender eiserner Herd	7740
angenehm sein, gefallen, belieben	6332
Strieme, Blutstreifen	5700
Fahrt aufs Land, um sich mit Lebensmitteln einzudecken	5910
zweimal dasselbe gemacht	9400
ein Gebäck	7560
mit spitzer Mundpartie ausgestattet	5210
Gemüse vor dem Winter mit einer Erdschicht bedecken	3400
Fettwulst am Körper	5210
hinausbegleiten	5532
bei der Weinlese getragene Schürze	7470
warten, ausbessern, renovieren	7500
männliche Person	5130
Neckname für einen hageren Menschen	8150
Land in Fernost	8160
(lästiger) Sperling, Gesamtheit der Sperlinge	4210
ein Hundename	4117
Lettenschicht im Boden	2700
Weißrübe (Brassica rapa var. esculenta)	3400
der Stengel der Sonnenblume	3800
Gärgeschmack	5440
vom Vater hinterlassen (bes. von Erbschaften)	8300
prächtiges aufsehenerregendes Kleid	5934
der Magen der Haustiere, insbes. des Schlachtviehs	7565
Birkenpilz	3500
großes Wasserfahrzeug	7820
wieder zum Vorschein kommen	9800
den Dienst aufkündigen	8300
Luft, die von einer Fabrik herüberweht	2300
Gurke, die man zur Zucht von Samen ausreifen läßt	7480
besonders schönes Gesicht	5210
bevor	9600
Schalotte (deren Knolle aus mehreren kleinen Zwiebeln besteht)	3400
bestimmter Tag, an dem im Wald Holz gelesen werden darf	7550
mit einem spitzen Gegenstand in etwas herumbohren	5520
mit Pfählen abstecken	7420
ein paar Tage u. ähnl.	9600
Ort an der Lauter im Kr. KU	8130
Kopf mit ungeordnetem Haar	5940
Besitztümer zusammenraffen	8330
Kopf, Hirn	5200
Bewohner des Dorfteils am Kanal	8160
Vorsitzer in der Gemeinschaft der Kirbeburschen	7311
Kranz winden	5520
Apfelwein	5920
schlüpfrige, zähe Masse, als Körperausscheidung, Auswurf	5340
sich heftige Vorwürfe machen	6520
Koralle als Schmuck	5938
aus Schafwolle	7545
weinen, klagen	5560
Redensweise eines Menschen aus der Stadt, Sprüche	7210
Öl aus Mohnsamen	5910
verzeihen	6332
Müßiggang	6520
schmerzlicher Verzicht, unter schmerzlichem Verzicht erbrachte Leistung	6450
Tal bei einem Faulbrunnen	2800
Vorrichtung zum Verladen von Fässern	7800
sterbensübel	5700
Innensohle in Schuhen, aus geringerem Leder	7540
Eckensteher, Tagedieb, Strolch	6124
etwas in einen Behälter hineindrücken	5520
mit Tuffstein gemauerte Wand	7510
lässig umhergehen	5530
Wüstung, später Hof bei RO-Gerb	8130
eine amtliche Entscheidung treffen	8210
rasch zusammenraffen	5520
unsicher, jedoch hastig gehen (von einem Betrunkenen)	5533
zerstrittenes Verhältnis	6333
wer Holz bearbeitet	7520
zur Hube gehörender Wald	3110
Grammophonplatte	8700
Kopfzerbrechen	6250
breitblätteriger Wegerich (Plantago maior)	3500
Gehege für Hirsche und Rehe	7550
geschwätzige Person	6135
Wasser, das sich in einem Baumstumpf gesammelt hat	2200
Wind aus westlicher Richtung	2300
mächtig groß	9210
die Schulnote 3	8400
Holz, von dem die Lohrinde abgeschält wurde	7550
beginnen	9313
Tanzfest	8740
Frau, die viel und Schlechtes über andere redet	6135
gesinnt sein	6260
aus Spielerei Streichhölzer anzünden	9230
wegfahren, abreisen	7850
ein typischer, überzeugter Franzose; ein frankophiler Mensch	8160
Strafe	8300
von einer Verletzung, einem Schlag herrührendes Mal, Narbe	5700
Mensch, der schwer an seine Berufgeschäfte geht	6114
etwas Besonderes	9240
Kind, das noch Windeln trägt	5830
rasch trinken	5920
der vom Dachrand tropfende Regen	2200
massenhaft herunterfallen	3120
abendliche Zusammenkunft zum Kartenspiel	7380
Kosewort für ein liebes Kind	5830
angemessen, recht	9240
würfelförmig gepreßter Zucker	5910
Sabbatanzug der Juden	5933
nur Part. Perf.: vom Pferd, das hinten höher ist als vorne	4112
schwachbegabter, unbeholfener Mensch	6117
aufrecht	5500
dickes Kind	5120
schmale Häkelspitzen	7545
vom Tropfen der Nase	5300
Schwätzer	6111
kleiner, rundköpfiger Schuhnagel	7540
finanzielle Belastung einer Gemeinde durch Armenfürsorge	8240
Auffahrt	7810
Wangen mit knotigen Auswüchsen	5210
über die Ufer treten, über den Rand laufen, überbrodeln (Flüssigk.)	9230
eine Vorstellung von etwas	6240
Kissen als Auflage auf den Stuhl, die Bank	7730
Obstbäume veredeln	7480
eine (schwarze) Hühnerrasse	4240
eine Fischart	4310
Apfelbrei mit verschiedenen Zutaten	5911
verliebt, heiratslustig	6332
Garnisonsbäcker	7560
über etwas hüpfen	5550
auflauernd festnehmen	8230
Teile der Bettausrüstung	7730
mit Tupfen versehen	9220
in einer Straße bettelnd von Haus zu Haus gehen	6410
zum Militärdienst gezogener junger Mann	8500
Lügengeschichten	7210
klopfen	5520
heftiges Kneifen in den (Oberarm)	5520
Geschirr der Fahrkuh	7403
Heilbad	8120
weich, morsch (vom Obst)	3120
Durcheinander, Filz (vom Haar)	5940
Eisblumen	2200
Schleimpfropf im Hals, Auswurf	5340
humusdurchsetzte, fruchtbare Erde	2700
zerknittern	9800
entwischen	5532
Lanzenreiter	8500
der Autolenker	7800
mit hohen Bäumen	3100
plumper, schwerfälliger Mensch, dickes Kind	5120
mit heftiger Bewegung (her)abreißen	9311
von der Taschenlampe	7760
im Sterben liegen	5870
Speise aus geschnittenen Bohnen	5911
ineinander gerolltes und als Knoten befestigtes Haar	5940
Schwarzkümmel (Nigalla damascena)	3700
äußeres Ansehen, Wertschätzung durch andere Menschen	6520
schmales Mauerstück zwischen zwei Fenstern	7720
eine vorwiegend im Meer lebende Aalart	4320
Vogelmiere (Stellaria media oder holostea)	3500
nicht fest, locker, lose (von Gegenständen)	9311
Nacken, Genick, Kragen	5200
vom Wind zusammengewehter Schnee	2200
wer ungestüm zulangt, eilig zusammenrafft und wegnimmt	6116
Futterleiter über der Krippe im Stall	7402
schlimm	9240
steif, in der Bewegungsfähigkeit eingeschränkt	5230
dem abgeteilten und abgewogenen Teigstück die Brötchenform geben	7560
Fuchsbau	4030
an das Fahren (Ziehen) gewöhnt (von Ochsen)	7403
Lehnstuhl	7730
Ausruf der Verwunderung	1230
durch Wassermangel, Alterung schlaff (von Pflanzen)	3020
aufgerührt, zu Ausschreitungen geneigt	6510
in eine unangenehme Lage kommen	9110
Gerät mit schartiger Schneide	7736
täppisch, ungeschickt umhergreifen, -tasten	5520
großer weißer Fleck am Kopf des Pferdes	4112
Stangenwicken	3500
Joppe mit Gürtel	5933
wer etwas klein schneidet	9311
tüchtig schütteln, damit Staub und Fasern wegfliegen	5930
mannstoll	6405
auf die Rechnung schreiben, anrechnen	7600
Teig für Eierpfannkuchen	5911
Zuckergebäck in Sternform	5911
Schauder, Grauen	6320
Faustkämpfer	7340
ruhen lassen	9800
Herr des Bannes	8210
Quälerei	6320
mit der Schaufel säubern	7500
von lang andauernden Sprechversuchen des Kleinkindes	5360
im Spiel die Klicker abgewinnen	7370
sehr großer und starker Mann	5141
Durchlaß im Flußdamm	7900
altes Haus	7710
wer viel und zugleich dummes Zeug redet, Schwätzer	6117
frauenhaft	5150
glänzender Rockärmel vom darauf abgeputzten Nasenschleim	5940
Spieß, daran Eisen mit langen Federn geschlagen sind	8500
Kristbaum	7310
Schürze	5932
Ratte im Keller, Hausratte	4120
dicht beieinander sitzen	9312
Grundstück auf kiesigem Boden	2700
Blütenstand der Erle	3110
das Gewinsel eines Hundes	4117
kurzes Schläfchen, Nickerchen	5600
schwächlich, armselig	9240
Pulverblättchen	7360
plötzlich hervorkommen	9316
Name von Feldstücken	8140
herbeiholen	7800
für den Faßboden vorgesehene Nute im Daugenkopf	7520
Plauderei, Klatsch, Lügengeschichte, üble Nachrede	7210
Flug der Wildenten	4230
gefaulter, breiiger Käse; überreifer Handkäse	7455
derb Mund	5200
halb aus Wolle bestehend	5931
Lichtloch im Dachgiebel	7720
nach oben ziehen, drehen, wickeln	5520
veraltete kleinste Gewichtseinheit	9370
Sachverständiger	6250
Haushälterin des katholischen Priesters	7780
Hirt, der die Kühe des Dorfes hütete	7450
plumpes Gehen und Auftreten	5530
